,name,born,nickname,height,img_x,birth name,img_y,rank,bio,word_count,attributes
83,Shahid Kapoor,"February 25, 
     
1981    
  
in New Delhi, India","Dodo
Sasha","5' 6"" (1.67 m)","https://m.media-amazon.com/images/M/MV5BMjc5NTM5NjUyMV5BMl5BanBnXkFtZTgwMDEwMzU1OTE@._V1_UX67_CR0,0,67,98_AL_.jpg",,https://www.forbesindia.com/media/celeblist2019/small/036_Shahid%20Kapur.jpg,36.0,"Shahid's rise to stardom reads like a bollywood script: from a struggler to a winner. With his hard work, perseverance and sincerity, he has written his own destiny.

Shahid is a mine of unabashed talent and spark, beneath his calm and innocent veneer. Shahid Kapoor is young and vibrant, with a magnetic charm and easy going candour that sets him apart from the rest. His debut performance as the young and carefree boy-next-door in ""Ishk Vishk"" was not only applauded but also awarded the Filmfare Best Male Debut. Shahid does justice to his characters each time, be it the sensitive 'Aditya' in ""Jab We Met"" or the two diametric opposite characters of 'Charlie' and 'Guddu' in ""Kaminey"" - he stops at nothing short of perfection! Shahid's unique style and the ease with which he can handle a range of characters, from the dramatic to the emotional, leave nothing to be wished for! His ability to switch modes from young and restless, to mature and responsible, bespeaks the confidence of a veteran. In fact, he can boast of having delivered 4 super hits: ""Vivah"", ""Jab We Met"", ""Kaminey"" and ""Badmaash Company"".

Shahid's prowess as an artist does not end here; his talent is multi-dimensional. Not only is he an ace actor and entertainer, but also, his energy and spontaneity as a dancer holds you in a spell.

Shahid is young, yet dependable, with a genuine sincerity about him. He has just the right amount of boyish charisma and dynamism! Being a popular youth-icon and opinion-maker, he holds the baton of marquee brands like Clear Shampoo, Vaseline Men's Skincare range, Pioneer car stereos and Elf Moto. Even though Shahid Kapoor's earnings took a dip, his rank in the Celebrity 100 list moved up from 54 in 2018 to 36 this year, riding on fame.",299,"['shahid', 'young', 'sincerity', 'shahid kapoor', 'nothing', 'kaminey', 'jab met', 'jab', 'character', 'hold', 'range', 'met', 'talent', 'kapoor']"
84,Juhi Chawla,"November 13, 
     
1967    
  
in Ludhiana, Punjab, India",,"5' 2"" (1.58 m)","https://m.media-amazon.com/images/M/MV5BMWYyYzhkYjItNDAyMi00ZTdhLWFjZGItM2M4ZGZjYjY5NjZhXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_UX67_CR0,0,67,98_AL_.jpg",Juhi S. Chawla,,-1.0,"Juhi was born in the Chawla family on November 13, 1967 in Ludhiana, Punjab, India, and is the daughter of Punjabi-speaking dad, Dr. S. Chawla and Gujarati-speaking mom, Mona. She has a brother named Sanjeev. Her mother passed away in an accident during the year 1998 while Juhi was filming 'Duplicate'. 

After completing her school in Ludhiana, the Chawla family moved to Bombay, Maharashtra, India, where Juhi attended at Sydenham College. After graduating, she entered in the Miss India competition and was crowned 'Miss India 1984', taking over from Miss India 1983, Rekha Hande.

Her first appearance on the tinsel screen was as Zarina in the 1986 release 'Sultanat'. She shot to fame after the release of 'Qayamat Se Qayamat Tak' opposite Aamir Khan. As of August 2007, she has been bestowed with three awards for her performance in 'Hum Hain Rahi Pyar Ke', 'Duplicate', and '3 Deewarein'.

Juhi got married to multi-millionaire industrialist, Jai Mehta during the year 1998. Since then the couple have a daughter, Jhanvi, and son, Arjun.

Juhi continues to act in movies, and also makes appearances in many off-beat movies, rather than the mainstream cinema with which she started her career. She also appears in a number of TV ad commercials. ",204,"['juhi', 'chawla', 'miss india', 'duplicate', 'chawla family', 'miss', 'ludhiana', 'qayamat', 'india', 'speaking', 'appearance', 'daughter', 'release', 'rahi pyar ke']"
85,Preity Zinta,"January 31, 
     
1975    
  
in Simla, India",,"5' 2"" (1.58 m)","https://m.media-amazon.com/images/M/MV5BNjM3NzY5ODkwNl5BMl5BanBnXkFtZTcwMDUwMDgxOA@@._V1_UY98_CR3,0,67,98_AL_.jpg",,,-1.0,"Preity Zinta shot to fame as the refreshing, cool, wet model in the Liril commercial. She also modeled for Perk and her dimpled smile won the hearts of millions. Preity never thought she would be an actress. Kapoor saw her in the Liril commercial and liked her so much that he instantly decided that the next film he would announce would have her in the lead. However, 'Tara Rum Pum' never got made and is still pending since the director got very busy with his other projects.

But another offer soon came by, Kundan Shah's Kya Kehna (2000). Though the film was the first, Preity had actually begun shooting for her first release which was Mani Ratnam's Dil Se.. (1998). The film was a hit which won Preity accolades. Later Abbas-Mustan's Soldier (1998) that too was a hit at the box-office confirmed she was here to stay. Though Kya Kehna (2000) was her first film, but it released in 2000 and was the surprise hit of 2000.

Her role in Dil Chahta Hai (2001) and Dil Hai Tumhaara (2002) was appreciated and liked by all and that has made her an actress to reckon with in Bollywood. Her screen presence, charm and down to earth nature has made her the favorite actress of almost all the directors and producers. With banners and films like Rakesh Roshan's Koi... Mil Gaya (2003) with 'Hrithik Roshan', Nikkhil Advani's Kal ho naa ho (2003) starring Shah Rukh Khan, Saif Ali Khan, and Jaya Bachchan, Farhan Akhtar's Aim (2004) with Hrithik Roshan and Amitabh Bachchan, Atul Agnihotri's The One Who My Heart Longs For (2004) starring Salman Khan and Bhoomika Chawla, Yash Chopra's Veer-Zaara (2004) with Shah Rukh Khan and Rani Mukerji, Siddharth Anand's Hello Greetings (2005) with Saif Ali Khan, and Karan Johar's Never Say Goodbye (2006) with Shah Rukh Khan, Amitabh Bachchan, Abhishek Bachchan and Rani Mukerji, Preity has already made her place in the hearts of the public and also in Bollywood. ",329,"['preity', 'shah', 'shah rukh khan', 'shah rukh', 'rukh khan', 'rukh', 'bachchan', 'khan', 'roshan', 'never', 'heart', 'would', 'liril commercial', 'liked']"
86,Bobby Deol,"January 27, 
     
1969    
  
in Bombay, Maharashtra, India",,"5' 9½"" (1.76 m)","https://m.media-amazon.com/images/M/MV5BODA2ODQ5ODI3Nl5BMl5BanBnXkFtZTgwMDYwMDMzOTE@._V1_UY98_CR7,0,67,98_AL_.jpg",Vijay Singh Dharmendra Deol,,-1.0,"Bobby Deol (Vijay Singh Deol) is the second son of Bollywood mega-star Dharmendra. His older brother is another Bollywood mega-star, Sunny Deol. Deol began his career as a child artiste in the movie Dharam Veer (1977), playing a young Dharmendra.

He has two step-sisters, namely Bollywood actress Esha Deol and Ahana Deol. His step-mother is the Bollywood ""Dreamgirl"" Hema Malini. Bobby Deol married Tanya Ahuja and has been blessed with two sons. The second son was born on November 5, 2004 at 5:00 am, and is named ""Dharam"" after his grandpa. The elder son is named Aryaman. ",97,"['deol', 'son', 'step', 'dharam', 'bollywood mega star', 'bollywood mega', 'second son', 'mega star', 'mega', 'bollywood', 'dharmendra', 'bobby deol', 'bobby', 'named']"
87,Sonam Kapoor,"June 9, 
     
1985    
  
in Chembur, Maharashtra, India",,"5' 7½"" (1.71 m)","https://m.media-amazon.com/images/M/MV5BMGU4Njg5MjgtNzIyNC00M2I0LThlYjAtZjZhMGJhOWNmMzA2L2ltYWdlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY98_CR1,0,67,98_AL_.jpg",Sonam Anil Kapoor,,-1.0,"Sonam Kapoor comes from an established film family. She is the daughter of actor and producer Anil Kapoor and the grandchild of filmmaker Surinder Kapoor. Sonam is Bollywood royalty with immense support in the Indian film fraternity.

Unlike most star children, Sonam started life with a structured education and a grounding in the process of filmmaking. She graduated from college in Political Science and Economics. She is interested in writing and direction and has assisted the celebrated director, Sanjay Leela Bhansali in the production of his films including the path-breaking 'Black'.

The veteran director then asked her to star in his next project, the critically acclaimed ""Saawariya"". Sonam made a confident debut and elicited notable reviews for it. She was nominated for a number of film awards as a debutante and an actress. She won the ""Stardust Superstar of Tomorrow"" award.

Her second movie, ""Delhi 6"" got her glowing reviews and established her as an actress of calibre. 2010 has been the turning point for Sonam, with two back-to-back hits - ""I Hate Luv Storys"" and ""Aisha"". These hits propelled her into the league of superstars.

Sonam was named the ""Best Dressed Celebrity"" of 2009 by People's Magazine. Sonam is associated with prestigious brands like L'Oreal Paris, Electrolux, Spice Mobile, Mont Blanc and Anant Diamond Jewellery (a sub brand of Gem and Jewellery Export Promotion Council). ",223,"['sonam', 'jewellery', 'kapoor', 'review', 'established', 'superstar', 'film', 'brand', 'back', 'director', 'propelled league superstar', 'propelled league', 'propelled', 'promotion council']"
88,Akshaye Khanna,"March 28, 
     
1975    
  
in Bombay, Maharashtra, India",,"5' 8½"" (1.74 m)","https://m.media-amazon.com/images/M/MV5BMjAxNDQyNDkxM15BMl5BanBnXkFtZTcwNTQyNTA0MQ@@._V1_UY98_CR40,0,67,98_AL_.jpg",,,-1.0,"Akshaye Khanna was born in Mumbai in 1975. He is the middle son of Bollywood actor and politician Vinod Khanna, and the younger brother of actor Rahul Khanna.

After studying in Kishore Namit Kapoor Acting Institute in Mumbai, Khanna made his acting debut in Bollywood in 1997 with the movie Himalay Putra, which went without much success at box office. His performance in his next release, J. P. Dutta-directed Border (1997), earned him the Filmfare Best Debut Award and a nomination for Filmfare Award for Best Supporting Actor in 1998. After that a string of unsuccessful films followed such as Mohabbat (1997), Kudrat (1998), Laawaris (1999), Love You Hamesha (1999) and Dahek: A Burning Passion (1999). In 1999, he starred in Rishi Kapoor's Aa Ab Laut Chalen; though the film did average business, he was praised for his acting in this film. He next starred in the 1999 release of Subhash Ghai's Taal opposite Aishwarya Rai. The film became a critical and commercial success. In 2001, Khanna appeared in Farhan Akhtar's cult classic Dil Chahta Hai which turned out to be a turning point in his career; the film was a commercial and critical success and Khanna's performance was particularly applauded, later validated by first Filmfare Award for Best Supporting Actor in 2002. Also, the film launched both Akshaye Khanna and Saif Ali Khan's careers. In 2002, Khanna appeared in a Abbas-Mustan thriller Humraaz; his role as a convincing con-artist in this film earned him much critical acclaim, and a nomination for a Filmfare Award for Best Performance in a Negative Role. Khanna then plunged into the comedy genre with Priyadarshan's Hungama (2002) and Hulchul (2004) that became box office hits. After acting in a string of unsuccessful and lukewarm box-office films like Shaadi Se Pehle (2006), Aap Ki Khatir (2006), Salaam-e-Ishq: A Tribute to Love (2007), Mere Baap Pehle Aap (2008), Gandhi, My Father (2007), and Naqaab (2007), Khanna appeared in the 2008 release Race. The Abbas-Mustan's thriller was the fourth highest-grossing Bollywood film in 2008 and Khanna's performance in a negative role brought him couple of awards in the Best Villain category. However, Khanna's portrayal of Harilal Gandhi, Mahatma Gandhi's eldest son, in the critically acclaimed 2007 film Gandhi, My Father that is unanimously acknowledged his best performance yet as an actor. In 2010, he starred in Anees Bazmee's No Problem, co-starring with Sanjay Dutt, Anil Kapoor and Kangna Ranaut.[12] His later releases did not fare well at the box office but his performances in Aakrosh (2010) and Tees Maar Khan (2010) were well-received by critics and audiences alike. ",431,"['khanna', 'film', 'gandhi', 'khanna appeared', 'best', 'performance', 'award best', 'filmfare', 'award', 'release', 'filmfare award best', 'success khanna', 'string unsuccessful', 'performance negative role']"
89,Shazahn Padamsee,"October 19, 
     
1987",,"5' 4"" (1.62 m)","https://m.media-amazon.com/images/M/MV5BNTcwODgyNDMtOTQxNS00MTlhLTkxYmMtNDg1OWIzODEzZjgyXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY98_CR4,0,67,98_AL_.jpg",,,-1.0,"Shazahn Padamsee is a multi-talented Indian film/stage actress and also a model. She was born to noted actors Alyque Padamsee and Sharon Prabhakar. She made her stage debut, alongside her father, in a play called ""Unspoken Dialogues"". Her first film appearance was in the 2009 Hindi film, Rocket Singh: Salesman of the Year (2009), continued with two South Indian films, including a Telugu hit, Orange (2010), gaining credit from critics for her performance, before being featured in Madhur Bhandarkar's Dil Toh Baccha Hai Ji (2011), in a prominent role. She has acted as ""Parul Patel"" in Housefull 2 (2012), which is due in the first week of April 2012. ",110,"['padamsee', 'stage', 'film', 'indian film', 'prominent role acted', 'prominent role', 'prabhakar made stage', 'prabhakar made', 'prabhakar', 'play called unspoken', 'performance featured madhur', 'performance featured', 'patel housefull due', 'patel housefull']"
90,Mithun Chakraborty,"June 16, 
     
1947    
  
in Barisal, Bengal Presidency, British India",,"5' 9"" (1.75 m)","https://m.media-amazon.com/images/M/MV5BMjQwNDUxMzY4Ml5BMl5BanBnXkFtZTgwMTgxMTIzOTE@._V1_UY98_CR2,0,67,98_AL_.jpg",Gouranga Chakraborti,,-1.0,"Mithun Chakraborty was born on June 16, 1947 in Barisal, Bengal Presidency, British India as Gouranga Chakraborti. He is an actor, known for OMG: Oh My God! (2012), Vivekananda (1994) and Guru (2007). He has been married to Yogeeta Bali since July 1982. They have four children. He was previously married to Sridevi and Helena Luke. ",57,"['presidency british india', 'presidency british', 'presidency', 'oh god vivekananda', 'mithun chakraborty born', 'mithun chakraborty', 'mithun', 'married yogeeta bali', 'married yogeeta', 'married sridevi helena', 'married sridevi', 'luke', 'married', 'omg oh god']"
91,Sanjay Dutt,"July 29, 
     
1959    
  
in Bombay, State of Bombay, India","Sanju Baba
Baba
The Nayak of Hindi Cinema
The Arnold Schwarzenegger of India","5' 10"" (1.78 m)","https://m.media-amazon.com/images/M/MV5BNzU2NTgwNzY1OF5BMl5BanBnXkFtZTcwMjQxNzcxOA@@._V1_UY98_CR40,0,67,98_AL_.jpg",Sanjay Balraj Dutt,,-1.0,"Sanjay Dutt, son of Nargis and Sunil Dutt, was first featured in Rocky (1981), the movie was a box office hit.

Sanjay's personal life was exacerbated by drug problems, and he later lost his wife Richa Sharma, to cancer. He was also arrested for having illegal weapons, and was imprisoned. After his release, he appeared in three consecutive hits; Daag: The Fire (1999), Haseena Maan Jaayegi (1999) and Vaastav Vaastav: The Reality (1999), His performance in Vaastav Vaastav: The Reality (1999) earned him many Best Actor Popular awards, including FilmFare.

Sanjay then appeared in many movies such as Mission Kashmir (2000), Munna Bhai M.B.B.S. (2003) and Lage Raho Munna Bhai (2006) which also earned him many awards.

Recently a biopic on his life was made called Sanju (2018). ",126,"['vaastav', 'sanjay', 'vaastav vaastav reality', 'vaastav vaastav', 'vaastav reality', 'munna bhai', 'munna', 'earned many', 'bhai', 'many', 'dutt', 'reality', 'earned', 'life']"
92,Rani Mukherjee,,,,,,,-1.0,"Rani Mukherjee is an actress, known for Tumhare Liye. ",10,"['liye', 'rani mukherjee', 'mukherjee actress known', 'mukherjee actress', 'tumhare', 'actress known', 'mukherjee', 'rani', 'actress', 'known']"
93,Celina Jaitly,"November 24, 
     
1981    
  
in Shimla, Himachal Pradesh, India",,"5' 6"" (1.68 m)","https://m.media-amazon.com/images/M/MV5BNWFkODg2ZDgtMDVkOC00NGU2LTg5M2UtNGMwMzg2NTViOWYwXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY98_CR4,0,67,98_AL_.jpg",,,-1.0,"Celina Jaitly was born on 24th Nov 1981 in Shimla, India to a Punjabi Indian father and an Afghan mother. Her father Colonel V.K. Jaitly, is a retired Indian Army colonel, and her mother, Meeta, an Afghan is a child psychologist, as well as a beauty queen. Celina has one brother, who is currently serving the Indian Army Special Force.

Due to her army background, Celina grew up in several cities in India, like Lucknow, where she attended City Montessori School. However most of her life was spent in the Kashmir valley and the north eastern states of India She also spent some years of her childhood in Berhampur, Orissa. She has, however, spent most of her time in Kolkata, India.

During her teenage years, Celina aspired to be a part of the Indian the army, either as a doctor or a pilot. However, fate had something else in store for her. She started modeling alongside studies at the age of 16 Celina, given her natural beauty and stunning looks, was encouraged to take part in the 2001 Ms India pageant. She won the crown and then went on to become a runner up at Ms Universe the same year.

In the year 2003, Celina - the actress was discovered by noted actor & director Feroz Khan who offered her the lead role in her debut film 'Janasheen'. Since then, there has been no looking back for this young, talented actress. For her recent comedy film Golmaal Returns, Celina won several awards for her performance in the film.

Celina is an vehement activist and spokesperson for the LGBT movement in India. She has been involved in various activities concerning human rights, women and children health, and sex workers rehabilitation in India for the past 10 years.

Celina was one of the esteemed jury at Cairo Film festival 2010 ",304,"['celina', 'army', 'year celina', 'indian army', 'spent', 'india', 'jaitly', 'afghan', 'colonel', 'however', 'city', 'year', 'indian', 'beauty']"
94,Deepika Padukone,"January 5, 
     
1986    
  
in Copenhagen, Denmark",,"5' 7½"" (1.71 m)","https://m.media-amazon.com/images/M/MV5BNGFlYzAyYjgtNzRjNS00NmE4LTliOGYtYzBkYzU5MzRhMDM0XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UX67_CR0,0,67,98_AL_.jpg",,https://www.forbesindia.com/media/celeblist2019/small/010_Deepika%20Padukone.jpg,10.0,"Deepika Padukone, born 5 January 1986 in Copenhagen, Denmark, is an Indian model & Actress. She is the daughter of former badminton Champion Prakash Padukone. Her mother tongue is Konkani. Deepika has a younger sister named Anisha.

She has been modeling appearances in print and television advertising campaigns for Liril, Close-Up toothpaste and Limca, receiving many prestigious modeling offers, including brand ambassadorship of the Jewels of India, an annual jewelery exhibition. She hit the international scene when Maybelline made her their new international cover-girl face.

At the fifth annual Kingfisher Fashion Awards, for Indian models and designers, she was awarded the title of Model of the Year. Shortly after wards, she was chosen as one of the models for the Kingfisher Swimsuit Calendar for 2006, thus cementing her reputation as a supermodel. She also bagged two trophies at the Idea Zee F Awards in 2006 - female Model of the year (Commercial Assignments) and Fresh Face of the year. Deepika Padukone, who had no film releases this year, slipped from number 4 to number 10 this year.",175,"['padukone', 'deepika', 'model', 'model year', 'kingfisher', 'indian model', 'deepika padukone', 'annual', 'year', 'face', 'international', 'modeling', 'number', 'print television advertising']"
95,Vidya Balan,"January 1, 
     
1979    
  
in Bombay, Maharashtra, India",,"5' 2"" (1.57 m)","https://m.media-amazon.com/images/M/MV5BNDI3Mjk2MjgzMl5BMl5BanBnXkFtZTcwODQwMjI1OQ@@._V1_UY98_CR0,0,67,98_AL_.jpg",Vidya P. Balan,,-1.0,"Vidya was born in Palghat, Kerala, India. Her family consists of her dad, P.R. Balan, who is the Vice-President of ETC Channel; mom - a home-maker, and an elder sister, Priya, who is married to Kedar. She also has an aunt by the name of Raji Raju.

The Balan family re-located to live at Road No. 11, near Ambedkar Garden, Chembur, Bombay, when Vidya was very young. She studied in St. Anthony's Convent School, and thereafter in St. Xavier's College from where she obtained a degree in Sociology. She then went on to obtain a Masters degree in Sociology from Bombay University.

She also studied and performed in Prithvi Theaters' workshops. Due to tradition of most Tamil-Iyer families, Vidya and her Priya learned Carnatic dance form during their early childhood days, but Vidya opted out as the dance classes took place early on Sunday mornings and as she is not an early riser.

Considerably overweight, rather tomboyish, during her school-days, and an ardent fan of Shahrukh Khan, she decided to shed those extra pounds when she elected to opt for modeling and movies.

Facing disappointment after being rejected by a Tamil producer, she nevertheless persisted until she got her first break with a Malyalam movie 'Chakram' opposite Mohanlal, however, the project was shelved, and she had to wait until 1998 to debut in a Surf Excel commercial. She then went on to appear in several commercials directed by Pradeep Sarkar. She completed nearly 90 such ads.

She appeared in three music videos for Pankaj Udhas, Euphoria, and Shubha Mudgal in supporting roles. She then also appeared in two TV serials Ekta Kapoor's 'Hum Paanch', and Ashok Pandit's 'Hanste Khelte'.

During 2003 she was signed-up to play a role in a Bengali movie 'Bhaalo Theko' opposite Joy Sengupta. This project was completed during the year 2006, and was a considerable hit.

Then during 2006 Vidya was approached by Vidhu Vinod Chopra during a pop-concert in Mumbai to play a lead role in 'Parineeta'. She then had to undergo 17 make-up shoots and 40 screen tests before being chosen for this role. All this hard work did result in success as 'Parineeta' was very well received so much so that the Tamil producer, who had previously rejected her, invited her to appear in a 'Dasavatharam' opposite Kamal Hassan, and now it was Vidya's turn to reject this offer which eventually went to 'Asin'.

Apart from acting, Vidya occupies herself for supporting education for young Indians by promoting children's' books; is associated with Americans for Aids Research; with Hale House - that provides support and housing for children born with HIV and drug abuse; as well as hosting forums and attending events for Harvard Aids Institute.

When she was single, she was never involved in any scandal and claimed to get along well with both female and male friends. In 2012, she married producer Siddharth Roy Kapur

An ardent devotee of Bhagwan Shri Sai Baba, she makes it a point to attend Mandirs every Thursday. She is proficient in Tamil, Malyalam, Hindi, English, Bengali, and can also read Urdu. ",507,"['vidya', 'tamil', 'early', 'tamil producer', 'sociology', 'priya', 'parineeta', 'degree sociology', 'balan', 'rejected', 'ardent', 'aid', 'producer', 'malyalam']"
96,Twinkle Khanna,"December 29, 
     
1974    
  
in Pune, Maharashtra, India",,"5' 3"" (1.6 m)","https://m.media-amazon.com/images/M/MV5BMzMyYTA0ZGItZmIwZC00ZjMzLThiZTEtNzRmZWM4MTRlMjJkXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_UY98_CR5,0,67,98_AL_.jpg",Tina Jatin Khanna,,-1.0,"Very few people have the privilege of being born on the same day as their mom or dad, Tina is one of them. She was born on 29 December 1974, and shares her date of birth with her dad, Jatin alias super-star Rajesh Khanna, born in 1942. Tina is the daughter of well-known Bollywood actress, Dimple Kapadia; has a sister, Rinke, who is married to Industrialist Sameer Saran, and has a daughter. Her aunt is Bollywood actress and costume designer, Simple Kapadia. Her parents are no longer married to each other.

Tina, now renamed Twinkle, made her debut in Barsaat (1995) at the age of 21, opposite Dharmendra's second son, Bobby Deol. This movie got an average box office rating, and catapulted both actors to a fair level of popularity. She then went on to star in a total of 15 movies, including one in Telugu ('Seenu') opposite Venkatesh. She has acted opposite Salman Khan, Govinda, Shahrukh Khan, Aamir Khan amongst others. She was the recipient of Best Debut award for her performance in 'Baraasat'.

She was once engaged to Rajiv Bhatia, alias Bollywood actor Akshaye Kumar, the engagement was broken, however, they did get engaged for a second time, and were subsequently married on 14 January 2001.

After her marriage, Twinkle quit acting, and subsequently gave birth to a baby boy, Araav, on 15 September 2002.

After Araav's birth, Twinkle, in partnership with Gurlein Manchanda, opened an interior design store (White Window) in Bombay's Crawford Market, and subsequently went on to receive the El Decor Award. She is in the process of opening another store in Bombay. ",265,"['twinkle', 'tina', 'birth', 'kapadia', 'araav', 'alias', 'subsequently', 'store', 'opposite', 'engaged', 'bollywood actress', 'married', 'khan', 'dad']"
97,Prachi Desai,"September 12, 
     
1988    
  
in Surat, Gujarat, India",,"5' 2"" (1.57 m)","https://m.media-amazon.com/images/M/MV5BMzExNzQ0OTE5Nl5BMl5BanBnXkFtZTgwMTU1MjcxMjE@._V1_UY98_CR15,0,67,98_AL_.jpg",,,-1.0,"She is best known for her role as Bani Walia in the Hindi television drama Kasamh Se (2006) which aired on Zee TV. Prachi is the endorser, spokesperson, brand ambassador and the face of Neutrogena products in India.

Prachi was born in Surat, Gujarat. She studied in St Joseph Convent, Panchgani and completed her schooling till ninth grade in Surat. After that, she went to Pune for higher studies. She studied at Sinhagad college, Kondhwa, Pune.

She started her career with a short modeling workshop. She was in Pune for higher studies and had almost finished her junior college when her pictures were sent to Balaji Telefilms who called her for audition. She was 17 when she left her studies and started her career with Kasamh Se.

Prachi starred in the serial Kasamh Se (2006) on Zee TV that got her fame. She left Kasamh Se on 15 April 2008 and was replaced by Gurdeep Kohli, after being burnt and drowned in episode 562. Kasamh Se (2006) ended 12 March 2009. In the last episode, Prachi Desai made a special appearance as the former Bani. She also did a two day cameo in Kasautii Zindagii Kay, which was aired on Star Plus. She played a school student in Prerna's school.

On 7 September 2007, Prachi entered Jhalak Dikhhla Jaa, the Indian version of America's dancing show, Dancing With The Stars, with choreographer Deepak Singh. She was eliminated on 10 November 2007. However, she entered the contest again via the wild-card entry on 23 November 2007. Prachi then landed a spot in the grand finale of the dance show on 15 December 2007 and won the first place amongst the contestants. She was awarded the dancing star of Jhalak Dikhhla Jaa 2. It was alleged that she was made to return as a wild card entry in spite of her elimination due to a direct intervention from her close personal friend, Ekta Kapoor, though the channel denied the allegations.

Prachi also competed in a tribute show to Jhalak competition called Dard-e-Disco, alongside other former contestants, which aired on Sony Entertainment Television Asia on 31 December 2007. ",351,"['prachi', 'kasamh se', 'kasamh', 'se', 'aired', 'jhalak', 'pune', 'dancing', 'study', 'zee tv', 'wild card entry', 'wild card', 'surat', 'pune higher study']"
98,Abhishek Bachchan,"February 5, 
     
1976    
  
in Bombay, Maharashtra, India","Baby B
Junior B
A B
Junior
Abi
Abhi
AB Baby","6' 1"" (1.85 m)","https://m.media-amazon.com/images/M/MV5BMTk1NjU1NjkxN15BMl5BanBnXkFtZTcwNDI4MDMzMg@@._V1_UY98_CR3,0,67,98_AL_.jpg",Abhishek Amitabh Srivastav,,-1.0,"Aquarian Abhishek Srivastav was born in February 5, 1976, son of Bollywood mega-stars, Jaya Bhaduri and Amitabh Bachchan, brother to Shweta, uncle to her two children (Navya Naveli & Agastye), and the grandson of Harivansh Rai Srivastav, Hindu and Urdu poet, who wrote under the pen-name of Harivansh Rai Bachchan.

He was enrolled in the prestigious Jamnabai Narsee School and Bombay Scottish School, both in Bombay as well as Modern School in Vasant Vihar in Delhi. After completing school he went to further his studies in Aiglon College. He also studied Business in the United States, but changed his mind and decided to try his luck in Bollywood.

Starting in 2000 with 'Refugee', he went on to star in many other films.

He has also been a playback singer in 'Bluffmaster', and 'Dhoom'.

Success did elude Abhishek at first, but the public starting appreciating him, especially for his role in Youth (2004), Bunty and Babli (2005), Government (2005), and Never Say Goodbye (2006) for which he has won a total of 6 awards. He also has two non-film awards, and has been the recipient of 'Yash Bharatiya Sammam' from the Government of Uttar Pradesh.

As far as his personal love life, he was engaged to Bollywood hottie, Karishma Kapoor, but the engagement was broken. Then he met Aishwarya Rai, who was his co-star in several movies, they got engaged, and were married on April 20, 2007 in Juhu, Mumbai. Festivities started as early as April 17, and continued with firecrackers and lights at the Srivastav residences at Pratiskha and Jalsa, as well as the Rai's flat in Bandra.

Confirming their pregnancy during the month of June, 2011, Aishwarya was admitted to Mumbai Hospital on Monday November 14, and gave birth to a daughter on 16 November, 2011. ",292,"['srivastav', 'rai', 'school', 'school bombay', 'harivansh rai', 'harivansh', 'abhishek', 'starting', 'engaged', 'aishwarya', 'star', 'government', 'april', 'bachchan']"
99,Saif Ali Khan,"August 16, 
     
1970    
  
in New Delhi, India","Saifu
Chote Nawab
Nawab of Pataudi","5' 6"" (1.68 m)","https://m.media-amazon.com/images/M/MV5BMTUyNjI2NTg3M15BMl5BanBnXkFtZTcwNDEzNDg3OA@@._V1_UX67_CR0,0,67,98_AL_.jpg",Sajid Ali Khan,https://www.forbesindia.com/media/celeblist2019/small/074_Saif%20Ali%20Khan.jpg,74.0,"Saif is the son of Bollywood actress, Sharmila Tagore, and Indian cricketer, Mansoor Ali Khan.

Both his grandfather, Iftikhar Ali Khan Pataudi, and father were professional cricketers. His mother, Sharmila Tagore, an actress within her own rights. He has two sisters, Bollywood actress Soha Ali Khan, and fashion designer Saba Ali Khan.

Saif studied in Himachal Pradesh's Lawrence School Sanawar, and then went on to continue his studies in Lockers Park School and Winchester College - both located in the United Kingdom.

He commenced his career in Bollywood movies during the year 1992 with Tradition (1993). He has been received several awards as well as numerous nominations. He continues to not only act in movies but has also started his very own production company 'Illuminati Films'.

Saif Ali Khan married Bollywood actress, Amrita Singh, during October 1991, and has two children, namely daughter Sara Ali Khan, and son Ibrahim Ali Khan. The marriage ended in a divorce during 2004, and both the children live with their mother.

His father tragically passed away on September 22, 2011 due to chronic lung infection at the age of 70.

He has participated in a number of international tours, including raising funds for the 2004 Tsunami.

He is fluent in Bengal, Hindi, and English. Saif Ali Khan notched up Rs 17 crore in earnings, up from Rs 10 crore last year, with his Netflix-debut Sacred Games.",225,"['ali khan', 'ali', 'khan', 'saif', 'bollywood actress', 'actress', 'tagore', 'sharmila tagore', 'sharmila', 'cricketer', 'bollywood', 'saif ali khan', 'saif ali', 'crore']"
100,Virat Kohli,,,,,,https://www.forbesindia.com/media/celeblist2019/small/0011_Virat%20Kohli.jpg,1.0," The cricket star occupies top spot on the 2019 Forbes India Celebrity list, with a prolific run scoring spree and a glut of endorsements.",25,"['prolific run scoring', 'prolific run', 'occupies top spot', 'occupies top', 'list prolific run', 'list prolific', 'spree', 'prolific', 'occupies', 'spot forbes india', 'spot forbes', 'scoring', 'cricket', 'run']"
